missing_target,count,source_files
+taxidata.profile_pic+,2,images/spendbusinessprofile.php
../login/loggedin/new_account.php,2,images/connect-icons/newbusinessback.php
../images/Map-icon.png,2,images/logo/mydiostyle.css
../images/connect-icons/profile_icon.jpg,2,images/logo/mydiostyle.css
../images/background/TRI-F4-AGENCE41.png,2,images/logo/mydiostyle.css
../images/connect-icons/facebook-connect@2x.png,2,images/logo/mydiostyle.css
images/favicon.ico,2,js/about_bus.php
https://maps.googleapis.com/maps/api/js?key=AIzaSyCn6C041sdi9PdqPRo_dpCcYwC7h-5QwBU&v&libraries=places,2,js/about_bus.php
../../checkoutofsite.php,2,js/adminlogin.php
forgotPass.php,2,js/adminlogin.php
../../images/connect-icons/dio_animat32s.gif,2,js/adminlogin.php
js/tpg_bus_stops.js,2,js/bus_stops.js
community_admin.php,2,js/create_rewardable_action.php
jquery.js,2,js/validate/README.md
jquery.validate.js,2,js/validate/README.md
http://code.jquery.com/mobile/1.4.2/jquery.mobile-1.4.2.min.css,2,js/validate/demo/jquerymobile.html
http://code.jquery.com/jquery-1.11.1.min.js,2,js/validate/demo/jquerymobile.html
http://code.jquery.com/mobile/1.4.2/jquery.mobile-1.4.2.min.js,2,js/validate/demo/jquerymobile.html
http://code.jquery.com/ui/1.10.4/themes/smoothness/jquery-ui.min.css,2,js/validate/demo/themerollered.html
https://maxcdn.bootstrapcdn.com/bootstrap/3.3.5/css/bootstrap.min.css,2,js/validate/demo/bootstrap/index.html
http://getbootstrap.com/,2,js/validate/demo/bootstrap/index.html
"<?php echo htmlEntities($_SERVER['PHP_SELF'], ENT_QUOTES); ?>",2,js/validate/demo/captcha/index.php
http://code.jquery.com/ui/1.11.3/themes/swanky-purse/jquery-ui.css,2,js/validate/demo/cinema/index.html
http://code.jquery.com/ui/1.11.3/jquery-ui.js,2,js/validate/demo/cinema/index.html
images/fieldset_gradient.jpg,2,js/validate/demo/login/screen.css
images/fieldset-gradient-02.jpg,2,js/validate/demo/login/screen.css
images/action-bottom.gif,2,js/validate/demo/marketo/stylesheet.css
images/line-grey.gif,2,js/validate/demo/marketo/stylesheet.css
images/back_home-hero.jpg,2,js/validate/demo/marketo/stylesheet.css
images/back_tan-fade.gif,2,js/validate/demo/marketo/stylesheet.css
images/back_home-icons.png,2,js/validate/demo/marketo/stylesheet.css
images/icon_search-engine-market.png,2,js/validate/demo/marketo/stylesheet.css
images/icon_landing-pages.png,2,js/validate/demo/marketo/stylesheet.css
images/icon_salesforce.png,2,js/validate/demo/marketo/stylesheet.css
images/news.gif,2,js/validate/demo/marketo/stylesheet.css
images/icon_news.gif,2,js/validate/demo/marketo/stylesheet.css
images/arrow_r-blue.gif,2,js/validate/demo/marketo/stylesheet.css
images/back_nav_side.gif,2,js/validate/demo/marketo/stylesheet.css
images/logo_marketo_square.gif,2,js/validate/demo/marketo/stylesheet.css
images/arrow_d-green.gif,2,js/validate/demo/marketo/stylesheet.css
images/tab_green2.gif,2,js/validate/demo/marketo/stylesheet.css
images/bullet_triangle_blue.gif,2,js/validate/demo/marketo/stylesheet.css
images/monitor24.gif,2,js/validate/demo/marketo/stylesheet.css
/images/forms/backRequiredGray.gif,2,js/validate/demo/marketo/stylesheet.css
images/buynowBack.gif,2,js/validate/demo/marketo/stylesheet.css
quote.gif,2,js/validate/demo/multipart/style.css
buttonbg.gif,2,js/validate/demo/multipart/style.css
input.png,2,js/validate/demo/multipart/style.css
headerbg.jpg,2,js/validate/demo/multipart/style.css
tableft.gif,2,js/validate/demo/multipart/style.css
tabright.gif,2,js/validate/demo/multipart/style.css
square_arrow.gif,2,js/validate/demo/multipart/style.css
https://cdn.jsdelivr.net/semantic-ui/2.1.4/semantic.min.css,2,js/validate/demo/semantic-ui/index.html
http://semantic-ui.com/,2,js/validate/demo/semantic-ui/index.html
+ur.length+,2,js/validate/demo/tinymce/tiny_mce.js
"+s.url_converter.call(s.url_converter_scope||t,t.decode(c),'style',null)+",2,js/validate/demo/tinymce/tiny_mce.js
"+t.encode(s.url_converter.call(s.url_converter_scope||t,t.decode(c),b,n))+",2,js/validate/demo/tinymce/tiny_mce.js
'+tinymce._addVer(u)+',2,js/validate/demo/tinymce/tiny_mce.js
'+s.image+',2,js/validate/demo/tinymce/tiny_mce.js
'+t.documentBaseURI.getURI()+',2,js/validate/demo/tinymce/tiny_mce.js
//tinymce.cachefly.net/4.1/tinymce.min.js,2,js/validate/demo/tinymce4/index.html
'+ s.iframeSrc +',2,js/validate/lib/jquery.form.js
""" + file + """,2,js/validate/lib/jquery.js
requestSettings,2,js/validate/lib/jquery.mockjax.js
h,2,js/validate/lib/require.js
"c(b,a&&a.id,!0",2,js/validate/lib/require.js
"d,b,c",2,js/validate/lib/require.js
http://simon.incutio.com/2003/03/25/#getElementsBySelector,2,js/validate/test/index.html
http://www.google.com/,2,js/validate/test/index.html
http://groups.google.com/,2,js/validate/test/index.html
http://diveintomark.org/,2,js/validate/test/index.html
http://www.yahoo.com/,2,js/validate/test/index.html
http://simon.incutio.com/,2,js/validate/test/index.html
params,2,js/validate/test/qunit/qunit.js
"{ filter: undefined, module: undefined, testId: undefined }",2,js/validate/test/qunit/qunit.js
{ testId: testId },2,js/validate/test/qunit/qunit.js
""" + setUrl({ maxDepth: -1 }) + """,2,js/validate/test/qunit/qunit.js
"$requestUri, PHP_URL_PATH",2,php/i18n.php;php/site-header.php
<?php echo htmlspecialchars($alternateEnUrl); ?>,2,blog/nature-is-not-a-charity/index.php;theory-of-change/index.php
<?php echo htmlspecialchars($alternateFrUrl); ?>,2,blog/nature-is-not-a-charity/index.php;theory-of-change/index.php
<?php echo htmlspecialchars($alternateDeUrl); ?>,2,blog/nature-is-not-a-charity/index.php;theory-of-change/index.php
<?php echo htmlspecialchars($xDefaultUrl); ?>,2,blog/nature-is-not-a-charity/index.php;theory-of-change/index.php
"<?php echo htmlspecialchars(localized_url($articlePath, 'en')); ?>",2,blog/make-money-first-then-think-of-nature/index.php;blog/making-natural-capital-visible-in-everyday-transactions/index.php
"<?php echo htmlspecialchars(localized_url($articlePath, 'fr')); ?>",2,blog/make-money-first-then-think-of-nature/index.php;blog/making-natural-capital-visible-in-everyday-transactions/index.php
"<?php echo htmlspecialchars(localized_url($articlePath, 'de')); ?>",2,blog/make-money-first-then-think-of-nature/index.php;blog/making-natural-capital-visible-in-everyday-transactions/index.php
"<?php echo htmlspecialchars(localized_path('/blog/making-natural-capital-visible-in-everyday-transactions/', $locale)); ?>",2,theory-of-change/content-de.php;theory-of-change/content-fr.php
"/', 'en",1,index.php
"/', 'fr",1,index.php
"/', 'de",1,index.php
"'/', $locale",1,index.php
"<?php echo htmlspecialchars($xDefaultUrl, ENT_QUOTES, 'UTF-8'); ?>",1,index.php
"'/contact/', $locale",1,contact/index.php
"/contact/', 'en",1,contact/index.php
"/contact/', 'fr",1,contact/index.php
"/contact/', 'de",1,contact/index.php
//ajax.googleapis.com/ajax/libs/jquery/3.7.0/jquery.min.js,1,contact/index.php
login.php,1,css/access_profiles.php
../../css/twittermydiostyle.css,1,css/access_profiles.php
../../css/mydiostyle.css,1,css/access_profiles.php
../new_account.php,1,css/access_profiles.php
about.php,1,css/access_profiles.php
credits.php,1,css/access_profiles.php
rewards.php,1,css/access_profiles.php
userlist.php,1,css/access_profiles.php
businesses.php,1,css/access_profiles.php
../../../checkoutofsite.php,1,css/access_profiles.php
../account.php,1,css/access_profiles.php
admin_choice.php,1,css/access_profiles.php
http://connect.facebook.net/en_US/all.js,1,css/addsecuritybusi.php
../../login/loggedin/new_account.php,1,css/addsecuritybusi.php
"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAIQAAACECAMAAABmmnOVAAAAdVBMVEUAAAA5OTkzMzM7Ozs3NzdBQUFAQEA/Pz8+Pj5BQUFAQEA/Pz8+Pj5BQUFAQEA/Pz9BQUE+Pj4/Pz8/Pz8+Pj4/Pz8/Pz8/Pz8+Pj4/Pz8+Pj4/Pz8/Pz8/Pz8/Pz8/Pz8+Pj4/Pz8/Pz8/Pz8/Pz9AQEA/Pz+fdCaPAAAAJnRSTlMACQoNDjM4OTo7PEFCQ0RFS6ytsbS1tru8vcTFxu7x8vX19vf4+C5yomAAAAJESURBVHgBvdzLTsJAGEfxr4C2KBcVkQsIDsK8/yPaqIsPzVlyzrKrX/5p0kkXEz81L23otc9NpIbbWia2YVLqdnhlqFlhGWpSDHe1aopsSIpRb8gK0dC3G30b9rVmhWZIimTICsvQtx/FsuYOrWHoDjX3Gu31gzJxdki934WrAIOsAIOsAIOiAMPhPsJTgKGN0BVsYIVsYIVpYIVpYIVpYIVpYIVpYIVpYIVpYIVlAIVgEBRs8BRs8BRs8BRs8BRs8BRs8BRs8BRTNmgKNngKNngKNngKNngKNhiKGxgiOlZoBlaYBlaYBlaYBlaYBlaYBlaYBlaYBlZIBlBMfQMrVAMr2KAqBENSHFHhGEABhi5CV6gGUKgGUKgGUKgGUFwuqgEUvoEVsoEVpoEUpgEUggF+gKTKY+h1fxSlC7/Z+RrxOQ3fcEoAPPHZBlaYBlaYBlaYBlZYBlYIhvLBCstw7PgM7hkiWOEZWGEaWGEaWGEaIsakEAysmHkGVpxmvoEVqoEVpoEVpoEVpoEVpoEVpoEVkoEVgkFQsEFSsEFQsGEcoSvY4CnY4CnY4CnY4CnY4CnY4CnY4CnY4CnY4CnY4CnY4CnY4CnY4CnY4CnY4CnY4CnY4CnY4CnmbNAUT2c2WAo2eAo2eAo2eAo2eAo2eArNEPFACjZ4CjZ4CjZ4CjaIird/rBvFH6llNCvewdli1URWCIakSIZesUaDoFg36dKFWk9zCZDei3TtwmCj7pC22AwikiIZPEU29IpFNliKxa/hC9DFITjQPYhcAAAAAElFTkSuQmCC",1,css/addtohomescreen.css
"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAHgAAACtCAYAAAB7l7tOAAAF6UlEQVR4AezZWWxUZRiH8VcQEdxZEFFiUZBFUCIa1ABBDARDcCciYGKMqTEGww3SOcNSAwQTjOBiiIpEhRjAhRgXRC8MFxojEhAFZUGttVhaoSxlaW3n8W3yXZxm6vTrOMM5Q98n+V9MMu1pvl++uZhKuypghu49KaaTWGdZSYoVN6VD95nMpLNYZ9XNbdQR2od2k88O3Gm6Bh0t7H0p5Vwp2Ax3ajpu2tYbciFWwkTFO63DY6+JcI4USFaSyYpWp8N7SVZJKR3EinkBk9JxvZFXxhnZSjBaoWp1ZL0ES8WKYXMZp0AndORgy8WKFe5Yf1zvvSBWDEpys2LU6MjD5kmEWQlGKsJRHXlcqUSQVcItEnDEA6gAb7LhjvD9WO6yIEfICQI5A1nzGCYB1T4og5bBiFcyv2f6ujYhl4iVxwKG6qp8MK55HsqPwK0rMr9v/yEo3uCPrJstVh5KMER30Aeh31Ioq0FrHfjXw9CYghnrvYFTuqfEymFzGSwBlT4ARYr7u+K6GLmCVGvAGg2NMG0d/sgJnpScZLjXSkC5z8H3eQ72/k24Q8NfzvwFyK4qtuJSZKaubRPyE/K/Mtx+EvCHL+7uasId1t10w0scz/RzSzYzAfgKV30D3LPaG7lRkR8RK4tKKJKAMp+D7r0EfmmOe0x3m2itAc/ZxBjgAt1mXHWKPPkdb+QGSTJdrDaU5EoJ2OtzwD0WwY7KNNzbRfMFFg24WPdtGHnS221Cflgsj56hjwTs8TnY7oq7/QDhjutGicsb2AVcovsO18l6uPPNNiE/JFaGAq7Q7fY50G4LYVtz3FrdaNGyBXbIl+q24DqhyHes9EaulwR3SwtZs+ktAT/7HORliru1gnCndONFyx44Dfn7MPLYN7yR6yTJZAllJeguAT/4HOBFz8I3ZWm4E0TLFbBD7qn7EVdtHYx53R9ZN0ksrZRuErDN5+AuLIWvm+Oe1k0ULdfADrmX7idcR0/DyBXeyCdlLuMMOGCBz4F1ng+f7yFcve5e0fIFHELeiav6BAx70Rt5p0yhY3u/wR0kyarW/uX35b403PtFyzewQ75ctwtXzSkY8WqruHslSV8RscrL6TJ1bcvfWJ0/HzbtIdw/ugdFyzdwOOAq3T6fmzxwGQ3vbmO8iFioIWqYSsHMj9M/ljfuTsOdItoZBXYBfXX7cVXVwvXLm/8+fU3lcdCqdEMNGBbgUmRmfQISQKd5sGEn4VK6YtEiAXYBA3QVuA4q8hCHrDcafR1ul65jewfuovsCl7vJrNlOuEbdo6JFCuwCrtb9hqusBu56Cw4cI1y1briIWEBn3Ue0XKPuMdGiBg4H9NdV0HJ/6QZLOEPmPN0GmpfSPS5arIBdwHUtIFfoBsl/ZsgfhHCfFi2WwC5goO4AmvanbqBkzJA76tboZokWa2AXMEi3RTdAvDLkDqJFAhzB32xFD2wZsGXA0WfAlgFbBmwZsGXAlgFbBpzk04JaKb0iA9ZnF9x5SQAFtRKKIgPWZxfaeRmwAZ/BGbAB37eaG6MCbnq2Aed5czYyKirgpmcbsAHHZAZswN0Wwo7KeG1fFf2jAm56dtzOQ42yB+65mDhWFBUwUETMUiMDNmADbp/APRaTAh6I2bpGCNw1bufRZJQ1cPdF/NueHZsgDEBBGLbMGoIu4AZu5gLOZeEaYmEXeznF3jRPyEv4frgJvvJe3qTefY0AAwYMGDBgwIABAwYMGDBgwIABAwYMGDBgwIABAwYMGDBgwIABAwYMGDBgwIABAwYMGDBgwIABAwb8rwADBgwYMGDAgAEDBgwYMGDAgAEDBgwYMGDAgAEDBgz4/sz1Nia/9hizA7zgklwy3RYwYMBzBRjw4bPjxAbAAizAAtwgwAIswAIswAIMGDBgARZgARZgAS4FWIAFWIAFWIABAwYswAIswAIswIUAC7AAC7AACzBgwIAFWIAFWIAFuBBgARZgARZgAQYMGPApQ99ZCdgWtzqwATbABtgAG2DbnxNb7zbRimsMLMACrDf2wMWI/WasfQAAAABJRU5ErkJggg==",1,css/addtohomescreen.css
"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAJAAAAB0CAQAAADAmnOnAAAAAnNCSVQICFXsRgQAAAAJcEhZcwAAWwEAAFsBAXkZiFwAAAAZdEVYdFNvZnR3YXJlAHd3dy5pbmtzY2FwZS5vcmeb7jwaAAAF4klEQVR4Ae3a/a+XdR3H8ec5HM45HDmKICoVohkZsxESRRCzcZM/2JKkdGR5MrSkleA0Pd00O4u5IVuNM2yYc6XSzCExU4oUNRPCJFdMUAhsYZpUGhscOHA4N8/WZzsL6HBxvofvdV3fa3yer//gsV3vH659KHzncBsJxUYhDzOEhCKQbORs+ip2wzgM+wvj+P9i35qAGLaHGcQSgKSTrxBLABJppZpYApCspoFYApBsZjSxBCD5OxOJJQBJG1cQSwCSLpqJJQCJ3MvgCGTinuSMCJS8LZwfgZL3FtMiUPIOcU0ESl4PLRHoRPsJtREoeRsYGYGS9yrvo6RmpbLaigWSfzOdErLs6+bLUMFA0sF1+QF1cz1UNlBYK9V5AHXyWSgEkKyiIWOgGh829Ki1lLcaxjCVK7mJRSxjBY+zgRf/u9pXcMB7jhEZAg32EUP3O6hMKOP5Iq2sZQeHMZXt5KKMgOpcY+iHVnFyjeQKlrCBdsxge5ieAVC9vzLUelI8H+A7bKIHM10H81IGGuKvDf1ggDxVTKOV1zG3/Yia1ICG+ltD32MgNTKfP2HuW0VDKkCNrjfUTOm9i6XswwrZJkaVHeh0f2fodkrtfO6jAytqrzG+rEDDfVG1x1sprZEs5RBW4PZxeT+Bbrf5hPu9arfzKaU6WjiAFbseWvoF1GW/6vYGSmkyW7Dit4xB5QHq9Br6Xx2t9GAhtp6zkoHsfNp1J9wX6H+jeR4LtJc4LxGopZZyNpN/YcG2mw9nBTSPLizgOmjKAujGgvJID3ekD7QYi7nGzkvmQtpA38Vi7iJf0TedlC7QTVjMfcY2QyvSBPpUMW/PIBfbo9pls1XpAX2EdizeznStob3OJpQO0DB2YfE21q2GtnghpAm0Gou3T9tm6BGHQppA12HRVt17eboNlydNoLHsx2JtmL801OYcQmkC/QKLtQt9ydBW3wNpA30ci7Ur3WdolUMhbaBqNhf/8qQJ9Hkszs5wjaH9XkUobaAqtmFRdoGbDb3sWMgG6DIs5852knO82RaXer+P+qyb3eWeo7ZNBrRZvm1otY2QFdBjeHIb6hTne49Put12+9ObMoDdYmfy5UkF6AK6cCCr9aM2u9IddptcOYCG+FNDB5xLKCugO7G01TndFp/xgAntdYvrfdwVLnORt3q9Vx25F27DUjbGPxr6qxMgW6Cd2N+d6wLXedA+6nKbK73Lr/pJxzusvE/wZrvX0FOOgGyBxmF/dprXutYOj6nNdS6xyYnWp/dGcaGdhr5vDWQN9E1MXrUzfcA2j2qPj/l1J1uT9iPOeh8w1O7nCGUN9HzyGZ7ndo9qp0ucanU2r1xH+wdDu5wIeQDVVx0+/kd1i697RNv8thdn+Qz4Uv9p6DeOhHyApmBfq3OBu+3Nfd7nVELZAX3Nw4ZarYG8gG7GY1dlk6/Zm3/2Rk8jlB1QvT82dNAmQjkBVf8Mj957fdrefM7ZVhPKEuidvmDob06CXIGGbsX/bZDf8KAhfdbJhLIGmuZuQ084HHIGatiLvRvrRkP6qldbBXkAzbfD0N0OhryBGqrEMOd50FC7d1hPKGugBh8ydMh5hPIGGouI1d5lj6F1vptQ9kDvcKOhN5wMlQH0QcRGnzC03yZCeQDN9G1D6xwBFQI07FI8x02GdjgB8gJqttPQcmuhYoAumzvG7YZWejrkA1TrPYYO+SVCFQO0aM4bqj0uJJQH0LluSP7PkyeQU9QOmyAvoBm+Zegpz4LKA/qYB/wE5AXUe3m81zqoRKAPOYWcuvP9dxvqcD6h7IAKkaNU3eUlHLcI9EzS5YlAi62h/zUy89QCqqKUmvgHywsJlEHnsQYxAvXVIJo5gIhnPhiBju1iNmLvLn85Ah1ZPYs5jBGo72awEzEC9dVwHqQHI9DxWoAYgSLQQKteGIESu/qhCJTYtT+PQBEoAkWgCBSBkotAEehUWwSKQBEoAkWg/BeBIlAEikARKAJFoFmealu4gVLy1Gt5dkARKAL9BzujPSurTmu/AAAAAElFTkSuQmCC",1,css/addtohomescreen.css
"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAADAAAAAwCAMAAABg3Am1AAAANlBMVEVmZmb///9mZmZmZmZmZmZmZmZmZmZmZmZmZmZmZmZmZmZmZmZmZmZmZmZmZmZmZmZmZmZmZmZW6fJrAAAAEXRSTlMAAAYHG21ub8fLz9DR8/T4+RrZ9owAAAB3SURBVHja7dNLDoAgDATQWv4gKve/rEajJOJiWLgg6WzpSyB0aHqHiNj6nL1lovb4C+hYzkSNAT7mryQFAVOeGAj4CjwEtgrWXpD/uZKtwEJApXt+Vn0flzRhgNiFZQkOXY0aADQZCOCPlsZJ46Rx0jhp3IiN2wGDHhxtldrlwQAAAABJRU5ErkJggg==",1,css/addtohomescreen.css
../fonts/glyphicons-halflings-regular.eot,1,css/bootstrap.css
../fonts/glyphicons-halflings-regular.eot?#iefix,1,css/bootstrap.css
../fonts/glyphicons-halflings-regular.woff2,1,css/bootstrap.css
../fonts/glyphicons-halflings-regular.woff,1,css/bootstrap.css
../fonts/glyphicons-halflings-regular.ttf,1,css/bootstrap.css
../fonts/glyphicons-halflings-regular.svg#glyphicons_halflingsregular,1,css/bootstrap.css
../images/about_imgs/edit.png,1,css/mydiostyle.css
../images/campaigns/night_sky_stars.jpg,1,css/mydiostyle.css
../fonts/OpenSans/opensans-light.eot,1,css/style-1.7.10.css
../fonts/OpenSans/opensans-light.eot?#iefix,1,css/style-1.7.10.css
../fonts/OpenSans/opensans-light.woff,1,css/style-1.7.10.css
../fonts/OpenSans/opensans-light.ttf,1,css/style-1.7.10.css
../fonts/OpenSans/opensans-regular.eot,1,css/style-1.7.10.css
../fonts/OpenSans/opensans-regular.eot?#iefix,1,css/style-1.7.10.css
../fonts/OpenSans/opensans-regular.woff,1,css/style-1.7.10.css
../fonts/OpenSans/opensans-regular.ttf,1,css/style-1.7.10.css
../fonts/OpenSans/opensans-bold.eot,1,css/style-1.7.10.css
../fonts/OpenSans/opensans-bold.eot?#iefix,1,css/style-1.7.10.css
../fonts/OpenSans/opensans-bold.woff,1,css/style-1.7.10.css
../fonts/OpenSans/opensans-bold.ttf,1,css/style-1.7.10.css
https://www.bloglovin.com/assets/gfx/icons-2.png,1,css/style-1.7.10.css
https://www.bloglovin.com/assets/gfx/sidebar-hamburger.png,1,css/style-1.7.10.css
https://www.bloglovin.com/assets/gfx/icons@2x-2.png,1,css/style-1.7.10.css
https://www.bloglovin.com/assets/gfx/sidebar-hamburger@2x.png,1,css/style-1.7.10.css
https://www.bloglovin.com/assets/gfx/hamburger.png,1,css/style-1.7.10.css
https://www.bloglovin.com/assets/gfx/hamburger-active.png,1,css/style-1.7.10.css
https://www.bloglovin.com/assets/gfx/search.png,1,css/style-1.7.10.css
https://www.bloglovin.com/assets/gfx/search-active.png,1,css/style-1.7.10.css
https://www.bloglovin.com/assets/gfx/user.png,1,css/style-1.7.10.css
https://www.bloglovin.com/assets/gfx/user-active.png,1,css/style-1.7.10.css
http://www.mydropintheoceans.org/images/logo/mydiologotextonly.jpg,1,css/style-1.7.10.css
https://www.bloglovin.com/assets/gfx/hamburger@2x.png,1,css/style-1.7.10.css
https://www.bloglovin.com/assets/gfx/hamburger-active@2x.png,1,css/style-1.7.10.css
https://www.bloglovin.com/assets/gfx/search@2x.png,1,css/style-1.7.10.css
https://www.bloglovin.com/assets/gfx/search-active@2x.png,1,css/style-1.7.10.css
https://www.bloglovin.com/assets/gfx/user@2x.png,1,css/style-1.7.10.css
https://www.bloglovin.com/assets/gfx/user-active@2x.png,1,css/style-1.7.10.css
https://www.bloglovin.com/assets/gfx/appstore.svg,1,css/style-1.7.10.css
https://www.bloglovin.com/assets/gfx/get_mobile/devices-small.png,1,css/style-1.7.10.css
https://www.bloglovin.com/assets/gfx/appstore.png,1,css/style-1.7.10.css
https://www.bloglovin.com/assets/gfx/get_mobile/devices.png,1,css/style-1.7.10.css
https://www.bloglovin.com/assets/gfx/get_mobile/devices-small@2x.png,1,css/style-1.7.10.css
https://www.bloglovin.com/assets/gfx/get_mobile/devices@2x.png,1,css/style-1.7.10.css
https://www.bloglovin.com/assets/gfx/onboarding/bg.png,1,css/style-1.7.10.css
https://www.bloglovin.com/assets/gfx/social-publish-promo.jpg,1,css/style-1.7.10.css
/assets/gfx/social-publish-promo.jpg,1,css/style-1.7.10.css
https://www.bloglovin.com/assets/gfx/mobile-homepage-bg.jpg,1,css/style-1.7.10.css
/files/font/OpenSans/opensans-regular.eot,1,css/twittermydiostyle.css
/files/font/OpenSans/opensans-regular.eot?#iefix,1,css/twittermydiostyle.css
/files/font/OpenSans/opensans-regular.woff,1,css/twittermydiostyle.css
/files/font/OpenSans/opensans-regular.ttf,1,css/twittermydiostyle.css
/files/font/OpenSans/opensans-light.eot,1,css/twittermydiostyle.css
/files/font/OpenSans/opensans-light.eot?#iefix,1,css/twittermydiostyle.css
/files/font/OpenSans/opensans-light.woff,1,css/twittermydiostyle.css
/files/font/OpenSans/opensans-light.ttf,1,css/twittermydiostyle.css
/files/font/OpenSans/opensans-bold.eot,1,css/twittermydiostyle.css
/files/font/OpenSans/opensans-bold.eot?#iefix,1,css/twittermydiostyle.css
/files/font/OpenSans/opensans-bold.woff,1,css/twittermydiostyle.css
/files/font/OpenSans/opensans-bold.ttf,1,css/twittermydiostyle.css
/files/font/fontawesome/fontawesome-webfont.eot,1,css/twittermydiostyle.css
/files/font/fontawesome/fontawesome-webfont.eot?#iefix,1,css/twittermydiostyle.css
/files/font/fontawesome/fontawesome-webfont.woff,1,css/twittermydiostyle.css
/files/font/fontawesome/fontawesome-webfont.ttf,1,css/twittermydiostyle.css
/files/font/fontawesome/fontawesome-webfont.svg#FontAwesome,1,css/twittermydiostyle.css
images/hamburger-icon@2x.png,1,css/twittermydiostyle.css
/wordpress-4.0/wordpress/?page_id=16,1,css/twittermydiostyle.css
/images/background/businessesx.jpg,1,css/twittermydiostyle.css
/images/background/businesses.jpg,1,css/twittermydiostyle.css
/images/background/bdropaccounts.png,1,css/twittermydiostyle.css
../images/background/bdropstart.png,1,css/twittermydiostyle.css
/images/background/bdropstart.png,1,css/twittermydiostyle.css
../images/background/bdroplogin.jpg,1,css/twittermydiostyle.css
/images/background/bdroplogin.jpg,1,css/twittermydiostyle.css
/images/background/iceberg.jpg,1,css/twittermydiostyle.css
/images/background/animatedglobe.gif,1,css/twittermydiostyle.css
../images/background/animatedglobe.gif,1,css/twittermydiostyle.css
/images/about/devices-3.png,1,css/twittermydiostyle.css
/images/about/devices-3@2x.png,1,css/twittermydiostyle.css
/images/search.png,1,css/twittermydiostyle.css
../assets/gfx/search@2x.png,1,css/twittermydiostyle.css
../images/search-active@2x.png,1,css/twittermydiostyle.css
../images/hamburger@2x.png,1,css/twittermydiostyle.css
../images/hamburgerdio@2x.png,1,css/twittermydiostyle.css
../images/search@2x.png,1,css/twittermydiostyle.css
../images/connect-icons/dio_black_animat90.gif,1,css/twittermydiostyle.css
../images/connect-icons/dio_alpha_animat70.gif,1,css/twittermydiostyle.css
../images/connect-icons/dio_animat100s.gif,1,css/twittermydiostyle.css
../images/search.png,1,css/twittermydiostyle.css
../images/search-active.png,1,css/twittermydiostyle.css
../../images/user@2x.png,1,css/twittermydiostyle.css
../images/icons@2x.png,1,css/twittermydiostyle.css
loggedin/account.php,1,css/spendbusinessprofile.php
account.php,1,css/spendbusinessprofile.php
""".$output['action_image'].""",1,css/spendbusinessprofile.php
"/community/action.php?redirect="".$redirect.""&id="".$output[",1,css/spendbusinessprofile.php
"/community/action.php?id="".$output[",1,css/spendbusinessprofile.php
<?php echo $image; ?>,1,images/profile.php
product_list.php,1,images/inventory_edit.php
https://code.jquery.com/jquery-1.4.2.min.js,1,images/ecomm_cart.php
https://code.jquery.com/ui/1.8.21/jquery-ui.min.js,1,images/ecomm_cart.php
http://pinterest.com/pin/create/button/,1,images/all-225.js
https://twitter.com/share?via=bloglovin,1,images/all-225.js
../../../js/latest/jquery.min.js,1,images/spendbusinessprofile.php
../js/all-225.js,1,images/connect-icons/newbusinessback.php
../images/logo/full_sq.png,1,images/logo/style.css
../images/logo/drop.png,1,images/logo/style.css
../images/logo/logo_outline.png,1,images/logo/style.css
...t,1,js/chart.js
"$data['referer'], PHP_URL_HOST",1,php/analytics-view.php
"$_SERVER['REQUEST_URI'] ?? '/', PHP_URL_PATH",1,php/i18n.php
"string $path, ?string $locale = null",1,php/i18n.php
/fr/theory-of-change/,1,php/home-fr.php
/fr/contact/,1,php/home-fr.php
/fr/blog/nature-is-not-a-charity/,1,php/home-fr.php
/fr/blog/why-the-swiss-said-no-to-free-money/,1,php/home-fr.php
/fr/blog/make-money-first-then-think-of-nature/,1,php/home-fr.php
/fr/blog/money-work-worth/,1,php/home-fr.php
/fr/blog/what-if-stewardship-was-financially-recognised/,1,php/home-fr.php
/fr/blog/,1,php/home-fr.php
/fr/privacy/,1,php/home-fr.php
/de/theory-of-change/,1,php/home-de.php
/de/contact/,1,php/home-de.php
/de/blog/nature-is-not-a-charity/,1,php/home-de.php
/de/blog/why-the-swiss-said-no-to-free-money/,1,php/home-de.php
/de/blog/make-money-first-then-think-of-nature/,1,php/home-de.php
/de/blog/money-work-worth/,1,php/home-de.php
/de/blog/what-if-stewardship-was-financially-recognised/,1,php/home-de.php
/de/blog/,1,php/home-de.php
/de/privacy/,1,php/home-de.php
"' . htmlspecialchars($home_url, ENT_QUOTES, 'UTF-8') . '",1,php/footer.php
"' . htmlspecialchars($theory_url, ENT_QUOTES, 'UTF-8') . '",1,php/footer.php
"' . htmlspecialchars($contact_url, ENT_QUOTES, 'UTF-8') . '",1,php/footer.php
"' . htmlspecialchars($privacy_url, ENT_QUOTES, 'UTF-8') . '",1,php/footer.php
"' . htmlspecialchars($blog_url, ENT_QUOTES, 'UTF-8') . '",1,php/footer.php
